cutoff,iteration,role,n,grid_count,M_extrapolated,extrapolated_margin,fit_a_over_G,fit_b_over_G2,largest_grid_shift,richardson_12,richardson_23,richardson_change,grid_1,M_grid_1,grid_2,M_grid_2,grid_3,M_grid_3
400000000,0,mid,112878366915,3,1.0000008670611882,-8.670611881811396e-07,0.14577314909547567,6006.6435546875,-1.444831188024409e-07,1.0000008233571043,1.0000008561351672,3.2778062930560736e-08,262144,1.0000015105497893,524288,1.0000011669534468,1048576,1.000001011544307
400000000,1,lo,112804773985,3,0.9999976195646731,2.380435326854169e-06,0.211016499553807,-11501.031819661439,-1.9078088842050533e-07,0.9999977032456931,0.9999976404849281,-6.276076502942374e-08,262144,0.9999982571666969,524288,0.999997980206195,1048576,0.9999978103455616
400000000,1,hi,112878366915,3,1.0000008670611882,-8.670611881811396e-07,0.14577314909547567,6006.6435546875,-1.444831188024409e-07,1.0000008233571043,1.0000008561351672,3.2778062930560736e-08,262144,1.0000015105497893,524288,1.0000011669534468,1048576,1.000001011544307
400000000,1,mid,112858718065,3,1.000000014007585,-1.4007585091846408e-08,0.1428053978597745,2095.9757893880305,-1.380961189845209e-07,0.999999998757354,1.0000000101950273,1.1437673252956415e-08,262144,1.0000005892674078,524288,1.0000002940123809,1048576,1.000000152103704
400000000,2,lo,112804773985,3,0.9999976195646731,2.380435326854169e-06,0.211016499553807,-11501.031819661439,-1.9078088842050533e-07,0.9999977032456931,0.9999976404849281,-6.276076502942374e-08,262144,0.9999982571666969,524288,0.999997980206195,1048576,0.9999978103455616
400000000,2,hi,112858718065,3,1.000000014007585,-1.4007585091846408e-08,0.1428053978597745,2095.9757893880305,-1.380961189845209e-07,0.999999998757354,1.0000000101950273,1.1437673252956415e-08,262144,1.0000005892674078,524288,1.0000002940123809,1048576,1.000000152103704
400000000,2,mid,112858402490,3,1.0000000056006915,-5.600691466156604e-09,0.13958271441515532,2674.3146565755305,-1.3554872468901635e-07,0.9999999861424913,1.0000000007361414,1.4593650066174746e-08,262144,1.0000005769828906,524288,1.000000281562691,1048576,1.0000001411494162
400000000,3,lo,112804773985,3,0.9999976195646731,2.380435326854169e-06,0.211016499553807,-11501.031819661439,-1.9078088842050533e-07,0.9999977032456931,0.9999976404849281,-6.276076502942374e-08,262144,0.9999982571666969,524288,0.999997980206195,1048576,0.9999978103455616
400000000,3,hi,112858402490,3,1.0000000056006915,-5.600691466156604e-09,0.13958271441515532,2674.3146565755305,-1.3554872468901635e-07,0.9999999861424913,1.0000000007361414,1.4593650066174746e-08,262144,1.0000005769828906,524288,1.000000281562691,1048576,1.0000001411494162
400000000,3,mid,112858276609,3,1.0000000009220162,-9.220162411338606e-10,0.1395068003330379,2692.783365885436,-1.3549312471994313e-07,0.9999999813294387,0.9999999960238719,1.4694433225770354e-08,262144,1.0000005722833814,524288,1.00000027680641,1048576,1.000000136415141
